Start Zone,End Zone,Start Time,Efficency,Speed Scale
2,4,19:08,10,0
3,1,17:55,7,3
1,2,17:04,6,4
3,4,00:33,10,0
1,2,23:02,4,6
4,1,14:48,2,8
5,4,08:50,2,8
4,5,10:06,6,4
3,2,15:56,10,0
2,3,13:38,3,7
3,2,13:07,3,7
2,1,03:29,8,2
2,4,14:14,6,4
5,3,01:01,6,4
2,5,20:59,1,9
2,4,19:10,3,7
3,1,15:52,6,4
5,3,12:22,4,6
3,5,05:23,4,6
4,3,04:23,7,3
5,3,08:19,4,6
5,2,19:27,8,2
3,1,04:14,4,6
2,5,04:05,1,9
2,5,14:56,5,5
5,4,22:39,3,7
5,1,10:12,7,3
4,1,02:18,2,8
1,4,01:07,6,4
4,2,16:30,8,2
3,5,11:33,5,5
5,2,17:57,7,3
4,5,07:33,10,0
2,5,20:20,5,5
1,3,12:05,5,5
3,2,14:29,7,3
5,3,18:46,9,1
3,2,05:26,9,1
5,1,03:32,2,8
4,3,23:40,1,9
1,4,21:55,3,7
3,5,06:00,7,3
1,2,00:06,4,6
4,1,16:05,3,7
5,1,08:15,8,2
2,3,00:25,5,5
3,5,06:39,8,2
1,5,06:44,10,0
4,3,22:07,4,6
1,3,13:00,6,4
4,2,06:03,6,4
4,3,14:33,9,1
3,4,19:53,8,2
1,3,12:53,6,4
1,4,22:28,7,3
4,5,16:07,7,3
3,2,06:02,7,3
3,5,19:09,4,6
2,5,12:25,4,6
3,4,08:58,4,6
4,3,00:25,10,0
3,5,14:33,10,0
4,5,17:27,9,1
2,5,00:43,9,1
2,3,01:03,5,5
2,5,04:25,4,6
1,5,13:05,10,0
3,5,00:26,3,7
2,5,08:27,5,5
3,2,22:59,4,6
1,4,21:16,10,0
2,5,13:12,4,6
4,3,22:46,9,1
4,3,20:52,4,6
3,4,17:22,6,4
5,3,17:21,6,4
3,5,22:03,5,5
3,2,23:43,8,2
3,5,03:24,7,3
2,1,18:54,8,2
3,5,23:15,6,4
3,2,03:58,5,5
1,5,04:26,9,1
2,5,14:14,7,3
3,4,23:44,9,1
2,1,06:33,5,5
1,3,14:02,8,2
5,1,12:28,2,8
3,5,02:13,4,6
1,5,20:19,2,8
1,2,00:51,7,3
1,2,01:20,5,5
2,5,06:55,10,0
2,5,03:49,5,5
3,5,03:33,6,4
5,4,11:27,10,0
1,4,07:37,3,7
3,5,15:36,8,2
1,2,01:53,4,6
5,3,07:06,2,8
2,3,04:14,8,2
5,1,10:04,4,6
5,3,18:17,1,9
1,5,22:48,2,8
4,2,03:12,7,3
2,4,22:56,3,7
3,4,17:18,2,8
1,2,18:17,5,5
1,5,17:16,10,0
3,2,08:42,9,1
3,5,23:27,3,7
3,1,04:11,10,0
1,4,15:28,9,1
3,1,16:14,8,2
3,1,07:27,10,0
3,2,06:36,5,5
5,2,21:08,9,1
3,5,04:37,9,1
3,4,09:21,10,0
5,4,14:53,6,4
4,3,19:25,1,9
2,1,14:47,4,6
1,5,15:24,4,6
3,1,00:59,5,5
3,5,10:56,5,5
2,3,04:51,6,4
5,1,21:36,3,7
5,2,09:08,6,4
2,5,11:35,1,9
1,2,14:19,9,1
4,1,04:33,1,9
3,1,04:03,4,6
3,2,05:26,7,3
3,5,06:23,7,3
2,1,11:36,7,3
5,2,16:30,7,3
5,3,02:51,10,0
2,1,11:47,9,1
1,4,00:52,7,3
5,1,20:37,5,5
1,5,19:22,8,2
1,4,03:20,4,6
3,4,01:45,4,6
4,1,11:21,8,2
4,1,22:35,9,1
1,5,18:41,5,5
5,3,04:46,4,6
2,4,15:16,2,8
3,5,12:04,9,1
2,1,22:09,8,2
1,5,03:38,7,3
1,2,13:15,5,5
3,2,20:22,1,9
3,5,17:24,8,2
1,4,14:56,5,5
1,5,05:17,4,6
1,3,06:59,10,0
1,5,09:06,4,6
1,2,19:05,3,7
5,3,07:01,7,3
1,2,09:37,4,6
2,1,18:24,8,2
3,5,20:03,3,7
4,5,07:47,1,9
5,4,05:36,4,6
5,2,05:29,6,4
1,2,08:03,6,4
4,1,15:06,2,8
3,2,09:28,6,4
3,4,07:22,2,8
5,2,13:39,5,5
1,4,05:50,8,2
5,3,21:40,6,4
4,2,01:12,6,4
4,5,12:40,9,1
1,5,22:07,6,4
5,4,18:10,5,5
4,2,06:30,3,7
5,4,21:24,2,8
1,4,05:35,7,3
2,1,10:13,8,2
1,4,03:23,7,3
1,2,12:20,9,1
3,1,21:13,7,3
2,5,23:39,3,7
1,2,13:36,4,6
4,3,17:09,5,5
4,1,15:52,6,4
2,5,05:44,9,1
3,2,07:04,7,3
1,3,15:21,2,8
4,1,01:54,8,2
4,2,09:35,8,2
1,4,08:47,9,1
3,5,10:03,10,0
1,2,20:55,10,0
4,2,09:41,6,4
2,5,03:09,3,7
3,4,08:53,7,3
4,2,17:43,7,3
3,1,09:06,8,2
1,2,09:14,2,8
4,1,01:20,2,8
1,2,21:07,3,7
2,4,16:01,8,2
5,3,23:29,9,1
1,3,11:05,9,1
2,4,20:54,2,8
5,3,23:14,5,5
5,4,14:53,9,1
3,4,05:59,4,6
4,1,14:21,7,3
2,4,04:16,4,6
1,2,21:41,6,4
5,4,21:35,4,6
5,1,11:06,2,8
4,3,09:37,1,9
1,3,16:55,5,5
3,4,00:53,2,8
3,4,23:35,4,6
1,3,17:46,10,0
3,1,04:58,2,8
3,4,07:25,3,7
1,3,01:36,8,2
4,1,19:04,5,5
4,5,15:41,7,3
4,1,01:57,8,2
5,4,00:30,2,8
1,3,05:06,8,2
5,3,22:03,5,5
4,1,16:59,4,6
1,5,20:01,9,1
5,1,16:26,7,3
1,3,00:26,9,1
2,4,14:39,9,1
1,2,18:17,4,6
1,5,06:38,2,8
1,5,06:49,8,2
4,1,16:56,2,8
4,3,17:43,6,4
3,2,18:26,8,2
2,3,22:12,6,4
4,2,01:22,4,6
2,3,14:09,10,0
4,5,15:48,1,9
3,1,00:59,8,2
1,2,07:20,3,7
1,4,09:03,2,8
3,4,17:21,3,7
2,5,03:01,7,3
1,5,12:19,8,2
2,4,18:22,3,7
3,5,04:01,9,1
5,4,00:25,1,9
4,3,22:52,7,3
1,2,22:03,5,5
3,4,23:33,9,1
4,3,18:15,6,4
1,4,09:53,3,7
1,4,10:33,1,9
3,2,22:07,7,3
5,1,03:37,7,3
5,1,22:32,4,6
2,3,10:15,6,4
2,3,10:45,5,5
5,2,15:56,8,2
2,5,04:49,4,6
2,5,09:01,1,9
5,3,01:15,5,5
5,4,09:42,1,9
4,1,02:52,9,1
1,4,06:14,7,3
1,4,20:53,5,5
5,3,09:33,7,3
1,3,20:40,3,7
1,3,07:35,3,7
1,3,06:25,8,2
4,2,13:25,8,2
4,5,21:51,2,8
4,2,11:49,8,2
4,2,03:17,7,3
2,3,05:13,10,0
2,5,10:29,5,5
3,5,07:28,7,3
2,1,14:33,9,1
3,4,03:01,5,5
5,1,17:32,7,3
5,1,01:13,10,0
4,1,22:51,9,1
3,1,02:15,4,6
3,1,14:00,9,1
2,4,09:17,6,4
4,1,22:14,6,4
2,3,09:23,6,4
4,2,00:01,5,5
5,4,00:49,2,8
5,2,05:00,2,8
2,3,23:12,4,6
1,5,03:07,3,7
4,2,20:16,1,9
3,1,20:51,9,1
4,3,05:41,9,1
4,5,00:31,4,6
4,1,17:33,5,5
4,2,12:30,9,1
2,1,01:47,2,8
1,4,03:03,8,2
2,5,22:16,8,2
5,4,23:06,6,4
3,1,00:46,6,4
2,1,11:43,5,5
4,2,23:54,1,9
5,2,09:16,8,2
1,3,23:38,4,6
4,2,23:36,7,3
3,1,08:05,9,1
2,5,12:20,2,8
4,2,04:01,10,0
4,1,09:25,4,6
2,1,02:37,8,2
3,4,22:12,1,9
3,1,15:43,9,1
4,3,20:32,6,4
4,2,02:24,9,1
4,3,16:41,4,6
2,5,13:41,9,1
5,2,18:16,6,4
5,1,03:07,3,7
3,4,01:12,10,0
4,2,04:38,1,9
2,5,20:38,3,7
3,5,06:28,7,3
3,2,04:49,6,4
4,5,16:09,8,2
2,3,21:10,3,7
1,3,09:25,8,2
5,3,04:22,1,9
4,3,16:35,9,1
4,5,22:41,8,2
4,1,21:40,7,3
1,4,01:29,10,0
3,5,11:07,8,2
1,2,12:09,9,1
3,1,22:37,1,9
1,4,22:39,4,6
4,1,08:37,8,2
2,5,03:57,2,8
3,2,10:34,3,7
2,5,17:48,9,1
2,4,23:52,8,2
5,1,09:00,5,5
5,1,13:21,8,2
5,2,18:32,4,6
3,1,11:49,5,5
1,2,00:17,9,1
2,3,17:50,3,7
2,4,07:45,2,8
3,4,04:27,1,9
1,4,12:29,6,4
3,4,07:19,8,2
3,1,15:52,1,9
3,2,19:38,3,7
1,3,12:01,4,6
3,2,20:27,1,9
4,5,05:01,9,1
4,5,15:40,2,8
4,2,21:10,8,2
1,4,16:09,4,6
3,5,05:48,6,4
5,1,06:44,9,1
1,5,09:20,9,1
5,3,05:26,2,8
3,2,15:12,2,8
3,2,22:35,2,8
2,4,06:44,6,4
3,1,12:50,10,0
3,2,23:54,8,2
3,2,20:42,7,3
2,4,16:30,1,9
3,4,12:26,4,6
4,3,12:12,5,5
2,4,09:57,7,3
4,1,05:20,4,6
2,1,11:11,8,2
4,3,05:06,5,5
5,4,20:04,4,6
3,4,23:04,8,2
2,5,15:47,8,2
1,5,23:53,4,6
3,1,14:31,9,1
1,3,01:55,3,7
2,3,05:53,4,6
2,4,23:54,3,7
3,4,13:44,4,6
1,5,19:37,7,3
1,5,13:36,10,0
5,3,07:34,10,0
3,2,01:31,5,5
5,4,01:13,10,0
4,3,18:53,8,2
4,2,12:48,5,5
3,4,08:55,9,1
3,2,05:20,5,5
1,3,14:54,1,9
1,4,19:00,3,7
2,3,23:27,10,0
4,5,11:46,6,4
2,4,19:01,7,3
4,5,17:03,3,7
5,4,05:20,2,8
2,1,19:01,6,4
2,4,18:51,9,1
3,5,03:09,9,1
1,2,12:36,5,5
4,2,19:00,8,2
1,2,11:11,4,6
5,3,18:35,8,2
3,4,19:33,1,9
4,2,21:22,6,4
3,4,23:28,8,2
3,2,20:44,3,7
4,5,05:28,7,3
2,3,13:37,10,0
4,2,06:51,5,5
2,5,00:28,4,6
2,4,16:58,6,4
1,5,08:20,3,7
5,4,01:20,3,7
4,5,13:05,2,8
3,2,23:38,3,7
5,1,01:00,4,6
2,1,15:45,5,5
2,4,15:51,2,8
5,3,18:11,7,3
5,3,08:59,2,8
5,1,06:09,8,2
4,2,00:45,9,1
2,1,14:53,1,9
2,1,13:30,3,7
1,2,11:07,8,2
2,4,18:00,7,3
4,3,11:38,1,9
1,3,21:30,2,8
1,2,21:21,2,8
1,3,15:46,1,9
4,2,23:51,6,4
4,2,23:41,2,8
5,2,13:32,10,0
2,1,12:35,3,7
1,2,14:53,2,8
3,1,02:40,10,0
2,5,15:29,6,4
1,2,05:14,10,0
2,1,14:11,3,7
2,1,17:16,7,3
4,5,05:12,3,7
5,4,15:42,5,5
4,5,11:11,10,0
5,2,19:09,1,9
5,1,09:43,9,1
4,1,16:35,10,0
4,5,23:59,7,3
4,2,06:22,5,5
2,5,21:36,7,3
4,1,03:52,4,6
4,3,15:19,5,5
4,3,04:46,3,7
3,4,14:27,8,2
4,2,23:03,6,4
3,4,00:16,3,7
3,1,06:52,3,7
3,5,19:31,2,8
1,3,04:52,7,3
3,1,20:22,1,9
1,3,05:25,7,3
3,1,02:40,10,0
3,2,07:32,3,7
1,2,19:43,7,3
4,3,14:59,4,6
1,4,00:42,4,6
3,4,11:47,1,9
5,3,06:06,9,1
4,1,18:24,8,2
4,3,08:18,4,6
1,4,07:40,3,7
1,4,10:04,7,3
1,3,00:59,8,2
5,3,22:09,8,2
1,4,22:34,7,3
3,2,09:01,1,9
2,4,11:06,4,6
4,1,10:41,9,1
5,2,12:29,7,3
3,1,03:54,3,7
5,3,02:57,5,5
4,1,17:59,2,8
2,5,15:04,7,3
1,5,05:43,5,5
4,5,00:34,5,5
1,5,23:12,1,9
3,2,10:49,7,3
5,3,06:16,3,7
5,1,12:01,9,1
1,5,07:52,9,1
2,3,02:27,3,7
4,2,04:28,1,9
1,4,20:19,7,3
5,1,07:46,2,8
1,4,21:30,4,6
5,1,05:34,6,4
3,4,17:37,2,8
2,3,13:38,3,7
4,2,22:33,6,4
2,4,02:40,8,2
2,3,01:45,4,6
5,3,06:31,1,9
5,4,10:21,6,4
2,5,21:58,2,8
1,4,04:37,10,0
3,2,10:34,2,8
1,4,16:10,4,6
1,4,13:36,8,2
4,2,06:31,4,6
2,5,22:28,10,0
4,1,01:05,6,4
4,2,14:54,7,3
2,5,02:12,9,1
2,3,23:54,5,5
1,2,19:35,9,1
2,1,19:45,5,5
1,2,21:15,8,2
3,1,07:58,6,4
1,3,22:03,3,7
2,3,21:36,4,6
5,4,17:00,9,1
3,1,02:30,8,2
2,1,20:12,2,8
1,2,14:26,10,0
1,5,07:45,10,0
3,2,03:26,5,5
4,1,08:23,3,7
1,4,10:43,3,7
2,3,20:00,8,2
5,4,23:16,5,5
5,1,14:12,10,0
3,5,22:11,1,9
4,1,14:38,8,2
2,5,20:55,8,2
4,3,06:56,2,8
2,3,14:05,6,4
4,2,19:33,6,4
4,2,22:14,8,2
3,4,20:01,1,9
4,5,10:50,3,7
5,3,23:36,5,5
4,3,21:20,5,5
3,1,06:33,2,8
5,2,01:01,5,5
2,4,09:02,6,4
1,4,15:52,6,4
1,4,19:19,2,8
5,1,00:48,1,9
5,2,02:11,2,8
2,3,12:11,6,4
4,5,10:40,10,0
5,1,23:26,5,5
4,5,00:47,2,8
5,3,11:36,3,7
3,1,01:04,8,2
5,1,09:00,4,6
4,5,02:11,5,5
2,4,11:02,6,4
1,3,14:19,7,3
2,3,12:47,4,6
1,4,15:05,2,8
5,4,03:24,9,1
3,5,13:34,1,9
2,3,07:54,1,9
4,5,06:39,5,5
1,4,18:24,6,4
5,2,20:51,6,4
5,3,04:41,8,2
5,2,18:06,3,7
4,3,05:12,6,4
2,3,18:00,10,0
4,5,12:18,9,1
3,2,23:25,8,2
2,3,23:58,5,5
1,4,13:25,7,3
1,3,12:33,10,0
1,3,04:37,2,8
4,2,20:17,4,6
3,1,21:23,5,5
5,1,00:02,6,4
3,1,02:33,2,8
3,4,00:23,9,1
3,4,23:38,1,9
4,2,22:53,8,2
3,1,11:00,7,3
3,4,23:52,2,8
3,1,15:12,3,7
3,2,14:04,9,1
4,2,05:58,2,8
4,1,23:34,4,6
4,5,12:31,8,2
4,3,05:59,1,9
2,4,13:53,3,7
2,3,22:36,8,2
3,5,10:51,1,9
3,5,02:02,10,0
5,1,08:59,6,4
2,3,16:40,8,2
2,3,02:52,8,2
2,3,04:54,5,5
2,3,20:02,4,6
2,4,16:14,6,4
3,4,09:28,3,7
3,5,02:17,8,2
1,2,10:50,7,3
1,5,19:22,9,1
4,1,09:23,3,7
3,5,08:09,9,1
3,1,03:14,10,0
1,3,20:40,3,7
5,2,16:45,5,5
5,2,04:42,6,4
1,5,18:54,10,0
3,1,21:57,8,2
4,3,20:38,3,7
1,3,23:58,8,2
2,4,10:14,8,2
4,5,18:22,2,8
2,3,05:57,4,6
3,1,23:44,6,4
4,1,16:57,5,5
5,3,22:32,2,8
2,3,06:49,1,9
4,1,21:58,6,4
2,1,13:37,10,0
3,4,07:20,1,9
2,3,17:11,9,1
1,5,13:05,7,3
4,2,21:01,2,8
1,5,19:40,1,9
5,3,10:17,10,0
3,2,08:23,10,0
5,3,20:46,2,8
1,5,17:05,2,8
3,4,21:00,3,7
1,2,21:31,9,1
2,3,08:31,6,4
5,2,02:39,4,6
1,3,18:07,9,1
3,4,16:20,4,6
3,1,11:22,10,0
5,3,13:01,10,0
5,1,15:18,4,6
2,3,14:11,4,6
4,3,01:14,6,4
5,4,10:13,3,7
3,1,02:20,3,7
5,4,17:12,6,4
2,5,06:31,7,3
2,5,07:44,9,1
2,3,14:45,10,0
1,2,03:42,6,4
3,1,20:46,1,9
4,1,23:37,4,6
1,5,14:47,2,8
5,2,23:22,2,8
5,4,21:16,10,0
4,1,00:57,8,2
4,3,23:02,4,6
4,2,12:25,5,5
3,4,16:12,2,8
3,1,02:45,4,6
2,5,03:57,6,4
4,5,19:06,5,5
4,5,01:41,3,7
1,2,15:19,7,3
5,4,15:53,3,7
5,4,02:18,7,3
4,2,20:58,9,1
2,3,01:55,10,0
4,2,16:30,10,0
2,4,19:49,7,3
5,2,18:29,3,7
1,4,13:58,6,4
3,2,23:01,4,6
5,4,13:47,10,0
3,2,21:31,2,8
4,2,04:09,4,6
1,2,18:01,2,8
4,1,20:46,7,3
1,5,21:09,2,8
5,3,07:11,6,4
1,3,18:15,4,6
5,2,00:38,5,5
4,3,12:29,3,7
2,1,22:13,3,7
1,4,20:54,4,6
4,2,19:38,9,1
1,3,17:03,7,3
5,3,00:13,10,0
3,5,11:48,3,7
4,1,10:51,10,0
2,3,02:09,1,9
2,5,19:33,2,8
5,1,18:12,2,8
2,3,18:11,7,3
4,5,04:12,1,9
4,1,13:12,10,0
4,1,03:56,1,9
2,4,13:37,8,2
4,5,22:36,4,6
1,3,03:39,3,7
5,3,10:23,10,0
1,4,18:15,6,4
1,5,09:24,8,2
2,4,00:07,7,3
5,1,21:35,9,1
2,4,05:25,6,4
5,4,07:44,8,2
3,4,05:00,9,1
2,4,20:00,1,9
5,2,09:09,10,0
2,5,17:39,3,7
2,4,12:55,10,0
4,3,07:46,4,6
2,5,14:29,8,2
4,5,08:18,6,4
4,3,15:20,8,2
5,3,21:59,2,8
3,4,06:32,6,4
5,4,18:47,4,6
2,1,07:52,9,1
4,5,00:35,8,2
3,2,08:22,9,1
1,2,18:16,6,4
4,5,06:39,6,4
4,5,07:01,3,7
2,1,08:49,2,8
4,2,05:23,5,5
2,3,19:52,2,8
4,3,05:32,2,8
1,5,16:55,2,8
4,1,23:02,9,1
1,2,03:10,7,3
4,3,21:13,4,6
2,1,19:08,7,3
3,1,05:39,6,4
4,1,07:05,1,9
1,4,02:34,5,5
2,3,01:54,10,0
4,5,11:46,5,5
3,2,17:42,1,9
2,1,13:07,5,5
5,4,12:36,8,2
1,3,01:48,4,6
1,4,12:58,10,0
2,4,20:51,6,4
2,5,11:04,6,4
3,5,04:49,1,9
1,5,17:38,4,6
5,3,00:53,1,9
3,4,13:59,10,0
2,1,21:03,3,7
5,3,22:02,10,0
4,1,19:11,4,6
1,2,08:55,3,7
3,1,00:13,7,3
1,5,17:44,8,2
5,4,09:57,3,7
3,2,09:26,5,5
2,3,01:29,3,7
4,5,17:25,9,1
5,3,01:39,1,9
4,1,06:17,2,8
3,4,18:30,7,3
3,5,08:30,2,8
4,5,21:56,1,9
3,1,18:55,10,0
2,4,21:57,7,3
3,2,07:36,5,5
1,2,19:36,5,5
4,1,13:52,2,8
2,3,17:00,3,7
3,1,11:49,5,5
1,2,19:03,3,7
1,3,16:22,10,0
2,4,13:31,8,2
1,2,13:54,6,4
5,2,17:29,1,9
4,3,02:47,4,6
4,3,21:11,9,1
1,5,01:04,9,1
5,1,05:13,7,3
2,1,11:42,7,3
5,4,10:31,3,7
1,3,23:41,3,7
3,2,04:05,2,8
2,3,07:32,10,0
3,4,03:54,10,0
1,4,04:41,5,5
1,5,03:37,5,5
4,3,07:00,1,9
4,1,07:14,3,7
5,3,21:38,5,5
2,5,02:57,1,9
1,4,22:51,5,5
1,3,00:17,8,2
5,4,19:37,10,0
1,3,04:57,10,0
5,2,02:43,5,5
1,5,18:35,5,5
1,2,13:50,9,1
1,3,10:55,10,0
1,2,22:17,10,0
2,1,04:47,10,0
5,1,12:48,2,8
1,2,12:36,3,7
2,4,11:03,2,8
3,2,16:09,9,1
3,1,21:43,4,6
3,1,08:06,7,3
5,4,01:05,8,2
5,1,07:06,2,8
1,3,20:46,2,8
5,4,07:58,6,4
2,5,09:50,8,2
3,4,03:08,10,0
2,4,23:57,5,5
4,2,13:36,5,5
2,1,22:57,4,6
1,4,08:47,1,9
5,2,13:43,3,7
3,5,15:39,10,0
5,1,12:56,9,1
4,5,17:00,1,9
1,3,15:55,6,4
3,1,06:56,9,1
4,2,21:15,6,4
4,2,08:16,7,3
3,4,09:49,9,1
4,5,14:13,3,7
5,2,23:12,5,5
5,4,06:00,7,3
5,3,03:07,2,8
1,5,06:00,2,8
4,1,00:28,4,6
5,4,19:24,6,4
4,5,05:13,4,6
3,5,13:37,10,0
4,3,06:14,7,3
5,4,19:17,2,8
3,2,13:05,7,3
2,4,08:30,4,6
1,5,12:47,6,4
3,5,21:33,1,9
2,4,19:24,7,3
1,2,16:44,7,3
5,4,13:15,4,6
4,5,06:19,2,8
4,5,01:09,9,1
2,5,05:06,9,1
1,2,03:15,10,0
1,4,00:54,2,8
4,2,13:53,6,4
2,1,19:47,2,8
4,1,16:53,8,2
1,2,13:02,4,6
1,4,01:49,2,8
1,2,04:34,2,8
2,5,09:33,1,9
4,5,20:03,4,6
5,4,03:09,2,8
5,2,09:49,3,7
3,5,05:49,3,7
5,4,15:25,1,9
3,4,15:10,10,0
2,1,19:14,6,4
4,5,07:46,7,3
1,5,08:30,3,7
1,5,12:47,7,3
1,5,01:02,8,2
2,5,06:45,4,6
4,1,07:12,5,5
4,3,07:24,2,8
5,1,08:16,8,2
3,1,10:07,4,6
5,2,05:48,6,4
4,5,09:16,5,5
3,1,09:43,10,0
3,2,09:36,5,5
3,1,13:22,5,5
3,5,07:38,6,4
2,1,09:46,2,8
5,1,20:38,10,0
2,1,11:12,4,6
4,1,10:07,4,6
1,2,12:18,8,2
4,1,14:29,1,9
1,4,05:25,8,2
5,4,22:57,5,5
4,3,18:30,3,7
2,3,15:49,1,9
1,4,03:01,8,2
3,5,06:34,3,7
3,2,13:07,6,4
3,5,00:00,9,1
1,4,09:58,4,6
4,1,19:05,4,6
4,5,14:54,4,6
3,2,01:58,6,4
5,4,03:21,6,4
4,2,18:04,10,0
1,3,14:30,4,6
1,3,02:46,9,1
5,4,23:40,4,6
5,3,08:50,7,3
2,3,15:52,10,0
2,3,21:12,7,3
1,2,15:46,6,4
4,3,05:48,6,4
2,5,19:41,4,6
1,5,04:15,1,9
5,1,20:34,4,6
4,3,10:08,3,7
2,1,15:22,2,8
5,4,04:05,8,2
3,1,14:44,1,9
1,3,05:04,3,7
4,5,15:55,7,3
1,2,03:51,7,3
3,1,18:03,9,1
5,4,17:47,3,7
3,2,09:27,6,4
2,4,11:02,2,8
5,3,10:36,2,8
1,5,03:59,10,0
4,3,12:51,9,1
1,5,16:51,1,9
5,4,00:04,8,2
3,2,14:02,2,8
3,4,07:55,10,0
1,3,03:25,8,2
5,4,20:37,3,7
1,5,17:12,4,6
5,1,18:13,7,3
3,2,18:21,7,3
2,1,12:50,2,8
1,4,05:57,8,2
2,4,21:35,1,9
5,3,05:15,8,2
4,3,19:39,1,9
1,2,04:37,5,5
2,1,07:56,8,2
5,3,13:41,6,4
2,5,00:31,7,3
1,5,22:26,2,8
2,1,06:42,4,6
3,4,01:41,9,1
4,2,09:41,2,8
4,1,10:50,5,5
5,1,18:13,1,9
4,1,13:48,6,4
2,5,14:28,10,0
5,2,18:36,10,0
3,4,03:59,3,7
5,2,21:53,9,1
2,1,03:10,4,6
2,4,16:13,8,2
1,3,22:43,6,4
5,4,15:03,6,4
4,5,04:19,6,4
5,3,10:56,5,5
5,4,01:31,2,8
2,4,13:59,10,0
4,1,06:08,7,3
2,5,03:11,7,3
1,3,00:11,4,6
1,5,20:15,7,3
5,3,14:20,4,6
4,5,10:23,8,2
5,3,10:23,1,9
1,5,10:43,2,8
1,3,09:59,5,5
4,5,18:46,2,8
4,2,22:01,1,9
4,5,10:35,1,9
2,1,13:13,9,1
2,4,00:35,4,6
4,3,02:54,2,8
4,1,21:11,5,5
2,5,23:35,6,4
3,2,00:25,9,1
5,4,22:33,1,9
5,4,17:21,10,0
3,4,07:55,4,6
4,2,22:08,6,4
3,1,19:54,4,6
1,3,19:08,9,1
4,3,16:12,6,4
2,4,01:53,9,1
1,2,22:15,5,5
2,3,12:27,8,2
1,5,03:26,10,0
3,1,14:54,2,8
1,5,10:07,8,2
4,1,20:01,8,2
4,2,15:43,10,0
4,5,19:17,7,3
1,5,13:23,3,7
3,2,17:23,6,4
1,2,05:22,8,2
5,4,23:13,7,3
4,1,06:12,9,1
1,4,10:52,3,7
5,3,01:54,1,9
4,5,22:50,9,1
2,1,09:36,5,5
5,3,13:05,8,2
1,5,20:19,10,0
2,3,00:14,5,5
3,5,02:48,2,8
5,2,20:51,1,9
3,4,13:34,1,9
2,4,01:08,3,7
1,4,18:29,9,1
3,2,07:58,8,2
1,2,07:57,7,3
3,1,16:21,5,5
1,4,07:14,6,4
2,3,02:46,7,3
2,1,07:46,2,8
1,5,10:56,3,7
5,2,09:23,1,9
3,2,11:46,4,6
5,2,21:34,4,6
4,3,14:08,9,1
3,1,01:52,7,3
1,3,10:36,4,6
2,4,20:33,8,2
2,5,13:51,2,8
1,2,16:11,5,5
3,4,04:37,4,6
4,3,10:30,7,3
5,2,19:08,9,1
1,3,08:20,7,3
4,1,04:14,9,1
3,4,01:02,1,9
1,5,03:53,5,5
1,4,03:54,5,5
4,3,15:13,5,5
5,2,07:10,1,9
4,2,14:24,9,1
1,5,10:07,4,6
2,4,03:07,4,6
4,5,08:39,9,1
4,2,07:42,3,7
2,3,22:01,10,0
1,4,09:23,4,6
2,4,14:11,4,6
3,2,23:10,2,8
4,5,11:28,1,9
4,1,23:15,4,6
2,5,04:52,2,8
1,2,22:14,4,6
3,4,13:18,4,6
4,3,20:05,4,6
1,3,13:51,6,4
5,2,07:40,2,8
4,1,10:40,1,9
3,2,01:31,9,1
1,5,22:54,4,6
4,1,09:51,10,0
5,1,23:48,4,6
2,1,13:03,5,5
5,2,21:51,6,4
1,2,23:51,5,5
3,5,11:27,9,1
4,5,14:13,1,9
3,1,09:54,9,1
2,3,08:35,1,9
4,1,02:13,2,8
3,4,18:54,4,6
2,5,12:23,5,5
2,3,09:25,7,3
4,1,16:33,2,8
1,4,04:39,4,6
3,5,07:39,1,9
3,5,19:27,8,2
3,5,07:35,9,1
5,4,20:57,3,7
2,4,19:16,2,8
4,2,05:09,7,3
2,5,18:37,8,2
3,5,20:57,5,5
5,3,15:52,6,4
1,5,16:24,6,4
2,4,19:16,10,0
3,1,02:43,6,4
4,2,16:29,5,5
1,4,07:48,4,6
5,3,10:13,4,6
4,3,20:37,3,7
5,1,17:18,6,4
2,5,19:15,10,0
1,2,07:47,8,2
3,5,19:12,6,4
1,5,06:29,3,7
4,1,11:11,8,2
1,3,06:46,9,1
1,4,21:45,9,1
1,3,12:21,2,8
1,4,01:01,2,8
2,5,07:58,2,8
1,2,20:59,1,9
3,4,22:28,6,4
2,1,17:44,10,0
1,4,13:14,2,8
3,5,16:21,10,0
4,1,05:53,1,9
2,3,02:46,5,5
2,4,22:09,8,2
4,3,03:21,5,5
1,4,06:15,10,0
3,2,02:54,6,4
2,5,18:25,10,0
2,3,13:41,4,6
5,2,23:38,7,3
4,5,11:58,4,6
1,3,01:00,9,1
1,2,02:42,9,1
4,5,18:46,5,5
3,5,05:17,8,2
3,1,06:58,5,5
3,4,06:08,4,6
2,4,14:39,10,0
1,4,23:14,8,2
4,2,15:33,8,2
4,3,18:59,7,3
4,5,13:29,5,5
1,3,13:28,1,9
3,5,07:10,4,6
1,3,13:21,9,1
3,5,05:39,10,0
3,1,23:12,1,9
4,2,04:40,9,1
1,2,20:09,4,6
3,5,00:37,1,9
2,3,12:53,2,8
4,2,22:19,4,6
2,5,04:50,1,9
5,2,23:05,9,1
4,5,11:34,9,1
5,1,06:26,2,8
5,2,17:47,6,4
5,3,19:07,9,1
3,4,09:37,2,8
4,5,05:19,7,3
3,4,01:49,5,5
2,4,19:14,9,1
3,1,19:48,8,2
